group,housing,band_lower_gbp_week,pct
All,BHC,1340.0,0.112615
All,BHC,1350.0,0.136702
All,BHC,1360.0,0.084599
All,BHC,1370.0,0.103
All,BHC,1380.0,0.128225
All,BHC,1390.0,0.104129
All,BHC,1400.0,0.157431
All,BHC,1410.0,0.125709
All,BHC,1420.0,0.11302
All,BHC,1430.0,0.111344
All,BHC,1440.0,0.103823
All,BHC,1450.0,0.09062
All,BHC,1460.0,0.057949
All,BHC,1470.0,0.110991
All,BHC,1480.0,0.128265
All,BHC,1490.0,0.052565
All,BHC,1500.0,4.039205
All,AHC,-110.0,0.483277
All,AHC,-100.0,0.056832
All,AHC,-90.0,0.021078
All,AHC,-80.0,0.043335
All,AHC,-70.0,0.077284
All,AHC,-60.0,0.083076
All,AHC,-50.0,0.100301
All,AHC,-40.0,0.036016
All,AHC,-30.0,0.136874
All,AHC,-20.0,0.214227
All,AHC,-10.0,0.109106
All,AHC,0.0,0.062996
All,AHC,10.0,0.057922
All,AHC,20.0,0.083303
All,AHC,30.0,0.106585
All,AHC,40.0,0.119412
All,AHC,50.0,0.107059
All,AHC,60.0,0.263224
All,AHC,70.0,0.116324
All,AHC,80.0,0.117155
All,AHC,90.0,0.21198
All,AHC,100.0,0.114836
All,AHC,110.0,0.344739
All,AHC,120.0,0.281644
All,AHC,130.0,0.310147
All,AHC,140.0,0.285443
All,AHC,150.0,0.246946
All,AHC,160.0,0.294369
All,AHC,170.0,0.236667
All,AHC,180.0,0.395705
All,AHC,190.0,0.41193
All,AHC,200.0,0.583824
All,AHC,210.0,0.469869
All,AHC,220.0,0.389868
All,AHC,230.0,0.588631
All,AHC,240.0,0.584103
All,AHC,250.0,0.594008
All,AHC,260.0,0.401261
All,AHC,270.0,0.717084
All,AHC,280.0,0.653588
All,AHC,290.0,0.710966
All,AHC,300.0,0.635468
All,AHC,310.0,0.917703
All,AHC,320.0,0.854105
All,AHC,330.0,0.832116
All,AHC,340.0,0.659623
All,AHC,350.0,0.602705
All,AHC,360.0,0.846671
All,AHC,370.0,0.701388
All,AHC,380.0,1.046823
All,AHC,390.0,0.790463
All,AHC,400.0,0.845081
All,AHC,410.0,0.811239
All,AHC,420.0,0.963714
All,AHC,430.0,0.911555
All,AHC,440.0,0.903286
All,AHC,450.0,0.865242
All,AHC,460.0,1.057937
All,AHC,470.0,0.832909
All,AHC,480.0,0.83078
All,AHC,490.0,0.985139
All,AHC,500.0,1.024692
All,AHC,510.0,0.958536
All,AHC,520.0,0.878737
All,AHC,530.0,0.775257
All,AHC,540.0,0.883916
All,AHC,550.0,0.919815
All,AHC,560.0,0.734334
All,AHC,570.0,0.71126
All,AHC,580.0,0.663926
All,AHC,590.0,0.876262
All,AHC,600.0,0.675481
All,AHC,610.0,0.874582
All,AHC,620.0,0.76345
All,AHC,630.0,0.698828
All,AHC,640.0,0.713499
All,AHC,650.0,0.785351
All,AHC,660.0,0.871418
All,AHC,670.0,0.678164
All,AHC,680.0,0.614956
All,AHC,690.0,0.590987
All,AHC,700.0,0.673874
All,AHC,710.0,0.722414
All,AHC,720.0,0.604532
All,AHC,730.0,0.546172
All,AHC,740.0,0.54697
All,AHC,750.0,0.545571
All,AHC,760.0,0.517281
All,AHC,770.0,0.638715
All,AHC,780.0,0.505148
All,AHC,790.0,0.495195
All,AHC,800.0,0.334791
All,AHC,810.0,0.524295
All,AHC,820.0,0.478093
All,AHC,830.0,0.447028
All,AHC,840.0,0.475721
All,AHC,850.0,0.450217
All,AHC,860.0,0.529219
All,AHC,870.0,0.478461
All,AHC,880.0,0.369147
All,AHC,890.0,0.338129
All,AHC,900.0,0.40881
All,AHC,910.0,0.300339
All,AHC,920.0,0.345969
All,AHC,930.0,0.391813
All,AHC,940.0,0.382961
All,AHC,950.0,0.266699
All,AHC,960.0,0.39331
All,AHC,970.0,0.328457
All,AHC,980.0,0.300683
All,AHC,990.0,0.255186
All,AHC,1000.0,0.221494
All,AHC,1010.0,0.290029
All,AHC,1020.0,0.258876
All,AHC,1030.0,0.288831
All,AHC,1040.0,0.189896
All,AHC,1050.0,0.218898
All,AHC,1060.0,0.261064
All,AHC,1070.0,0.21945
All,AHC,1080.0,0.239772
All,AHC,1090.0,0.187048
All,AHC,1100.0,0.159571
All,AHC,1110.0,0.172943
All,AHC,1120.0,0.214372
All,AHC,1130.0,0.19142
All,AHC,1140.0,0.180211
All,AHC,1150.0,0.155907
All,AHC,1160.0,0.168472
All,AHC,1170.0,0.160833
All,AHC,1180.0,0.09603
All,AHC,1190.0,0.131065
All,AHC,1200.0,0.216259
All,AHC,1210.0,0.15068
All,AHC,1220.0,0.098862
All,AHC,1230.0,0.116361
All,AHC,1240.0,0.115527
All,AHC,1250.0,0.115071
All,AHC,1260.0,0.126828
All,AHC,1270.0,0.157018
All,AHC,1280.0,0.104245
All,AHC,1290.0,0.117075
All,AHC,1300.0,0.096986
All,AHC,1310.0,0.123356
All,AHC,1320.0,0.102716
All,AHC,1330.0,0.136207
All,AHC,1340.0,0.088021
All,AHC,1350.0,0.058172
All,AHC,1360.0,0.081314
All,AHC,1370.0,0.049045
All,AHC,1380.0,0.087008
All,AHC,1390.0,0.098478
All,AHC,1400.0,0.139277
All,AHC,1410.0,0.078978
All,AHC,1420.0,0.080805
All,AHC,1430.0,0.07771
All,AHC,1440.0,0.031054
All,AHC,1450.0,0.048355
All,AHC,1460.0,0.033951
All,AHC,1470.0,0.06172
All,AHC,1480.0,0.072333
All,AHC,1490.0,0.062998
All,AHC,1500.0,3.173848
Pensioners,BHC,0.0,0.034605
Pensioners,BHC,10.0,0.006722
Pensioners,BHC,20.0,0.01106
Pensioners,BHC,30.0,0.0
Pensioners,BHC,40.0,0.006799
Pensioners,BHC,50.0,0.004862
Pensioners,BHC,60.0,0.010548
Pensioners,BHC,70.0,0.003076
Pensioners,BHC,80.0,0.00264
Pensioners,BHC,90.0,0.008107
Pensioners,BHC,100.0,0.020493
Pensioners,BHC,110.0,0.014426
Pensioners,BHC,120.0,0.014899
Pensioners,BHC,130.0,0.009249
Pensioners,BHC,140.0,0.018657
Pensioners,BHC,150.0,0.019812
Pensioners,BHC,160.0,0.012863
Pensioners,BHC,170.0,0.010586
Pensioners,BHC,180.0,0.01966
Pensioners,BHC,190.0,0.066776
Pensioners,BHC,200.0,0.049986
Pensioners,BHC,210.0,0.046071
Pensioners,BHC,220.0,0.039818
Pensioners,BHC,230.0,0.042584
Pensioners,BHC,240.0,0.065496
Pensioners,BHC,250.0,0.064745
Pensioners,BHC,260.0,0.09243
Pensioners,BHC,270.0,0.098333
Pensioners,BHC,280.0,0.098832
Pensioners,BHC,290.0,0.1019
Pensioners,BHC,300.0,0.117205
Pensioners,BHC,310.0,0.109474
Pensioners,BHC,320.0,0.125931
Pensioners,BHC,330.0,0.116694
Pensioners,BHC,340.0,0.147772
Pensioners,BHC,350.0,0.166452
Pensioners,BHC,360.0,0.144214
Pensioners,BHC,370.0,0.17452
Pensioners,BHC,380.0,0.15808
Pensioners,BHC,390.0,0.151712
Pensioners,BHC,400.0,0.17195
Pensioners,BHC,410.0,0.155582
Pensioners,BHC,420.0,0.165763
Pensioners,BHC,430.0,0.251061
Pensioners,BHC,440.0,0.207586
Pensioners,BHC,450.0,0.204142
Pensioners,BHC,460.0,0.208283
Pensioners,BHC,470.0,0.24253
Pensioners,BHC,480.0,0.198554
Pensioners,BHC,490.0,0.202716
Pensioners,BHC,500.0,0.203432
Pensioners,BHC,510.0,0.189139
Pensioners,BHC,520.0,0.197395
Pensioners,BHC,530.0,0.18611
Pensioners,BHC,540.0,0.173728
Pensioners,BHC,550.0,0.174608
Pensioners,BHC,560.0,0.191148
Pensioners,BHC,570.0,0.140502
Pensioners,BHC,580.0,0.208627
Pensioners,BHC,590.0,0.170405
Pensioners,BHC,600.0,0.196151
Pensioners,BHC,610.0,0.164147
Pensioners,BHC,620.0,0.186838
Pensioners,BHC,630.0,0.168993
Pensioners,BHC,640.0,0.147797
Pensioners,BHC,650.0,0.140041
Pensioners,BHC,660.0,0.160942
Pensioners,BHC,670.0,0.151426
Pensioners,BHC,680.0,0.133235
Pensioners,BHC,690.0,0.095694
Pensioners,BHC,700.0,0.11969
Pensioners,BHC,710.0,0.116848
Pensioners,BHC,720.0,0.119441
Pensioners,BHC,730.0,0.096328
Pensioners,BHC,740.0,0.096083
Pensioners,BHC,750.0,0.101671
Pensioners,BHC,760.0,0.098956
Pensioners,BHC,770.0,0.115538
Pensioners,BHC,780.0,0.094266
Pensioners,BHC,790.0,0.090848
Pensioners,BHC,800.0,0.101865
Pensioners,BHC,810.0,0.079766
Pensioners,BHC,820.0,0.098763
Pensioners,BHC,830.0,0.070403
Pensioners,BHC,840.0,0.079363
Pensioners,BHC,850.0,0.096261
Pensioners,BHC,860.0,0.084917
Pensioners,BHC,870.0,0.076635
Pensioners,BHC,880.0,0.08887
Pensioners,BHC,890.0,0.070545
Pensioners,BHC,900.0,0.056614
Pensioners,BHC,910.0,0.050437
Pensioners,BHC,920.0,0.083301
Pensioners,BHC,930.0,0.074952
Pensioners,BHC,940.0,0.090414
Pensioners,BHC,950.0,0.055225
Pensioners,BHC,960.0,0.04949
Pensioners,BHC,970.0,0.053713
Pensioners,BHC,980.0,0.052555
Pensioners,BHC,990.0,0.044704
Pensioners,BHC,1000.0,0.03015
Pensioners,BHC,1010.0,0.043025
Pensioners,BHC,1020.0,0.034403
Pensioners,BHC,1030.0,0.040881
Pensioners,BHC,1040.0,0.05229
Pensioners,BHC,1050.0,0.039277
Pensioners,BHC,1060.0,0.037478
Pensioners,BHC,1070.0,0.038485
Pensioners,BHC,1080.0,0.052664
Pensioners,BHC,1090.0,0.031468
Pensioners,BHC,1100.0,0.047632
Pensioners,BHC,1110.0,0.019464
Pensioners,BHC,1120.0,0.032124
Pensioners,BHC,1130.0,0.050716
Pensioners,BHC,1140.0,0.031568
Pensioners,BHC,1150.0,0.044314
Pensioners,BHC,1160.0,0.02701
Pensioners,BHC,1170.0,0.025329
Pensioners,BHC,1180.0,0.034939
Pensioners,BHC,1190.0,0.022331
Pensioners,BHC,1200.0,0.017194
Pensioners,BHC,1210.0,0.033195
Pensioners,BHC,1220.0,0.016231
Pensioners,BHC,1230.0,0.021787
Pensioners,BHC,1240.0,0.022465
Pensioners,BHC,1250.0,0.031068
Pensioners,BHC,1260.0,0.011175
Pensioners,BHC,1270.0,0.034941
Pensioners,BHC,1280.0,0.019088
Pensioners,BHC,1290.0,0.019753
Pensioners,BHC,1300.0,0.020547
Pensioners,BHC,1310.0,0.023347
Pensioners,BHC,1320.0,0.008671
Pensioners,BHC,1330.0,0.006772
Pensioners,BHC,1340.0,0.017469
Pensioners,BHC,1350.0,0.041062
Pensioners,BHC,1360.0,0.014667
Pensioners,BHC,1370.0,0.013852
Pensioners,BHC,1380.0,0.01673
Pensioners,BHC,1390.0,0.017402
Pensioners,BHC,1400.0,0.009924
Pensioners,BHC,1410.0,0.015305
Pensioners,BHC,1420.0,0.009735
Pensioners,BHC,1430.0,0.012464
Pensioners,BHC,1440.0,0.011789
Pensioners,BHC,1450.0,0.010301
Pensioners,BHC,1460.0,0.010775
Pensioners,BHC,1470.0,0.007697
Pensioners,BHC,1480.0,0.007432
Pensioners,BHC,1490.0,0.004401
Pensioners,BHC,1500.0,0.508866
Pensioners,AHC,-110.0,0.022213
Pensioners,AHC,-100.0,0.001827
Pensioners,AHC,-90.0,0.00112
Pensioners,AHC,-80.0,0.001071
Pensioners,AHC,-70.0,0.008089
Pensioners,AHC,-60.0,0.005105
Pensioners,AHC,-50.0,0.003487
Pensioners,AHC,-40.0,0.0057
Pensioners,AHC,-30.0,0.025492
Pensioners,AHC,-20.0,0.030284
Pensioners,AHC,-10.0,0.003413
Pensioners,AHC,0.0,0.008405
Pensioners,AHC,10.0,0.011053
Pensioners,AHC,20.0,0.004809
Pensioners,AHC,30.0,0.011049
Pensioners,AHC,40.0,0.007527
Pensioners,AHC,50.0,0.016989
Pensioners,AHC,60.0,0.007639
Pensioners,AHC,70.0,0.004957
Pensioners,AHC,80.0,0.0115
Pensioners,AHC,90.0,0.038227
Pensioners,AHC,100.0,0.017822
Pensioners,AHC,110.0,0.024364
Pensioners,AHC,120.0,0.020039
Pensioners,AHC,130.0,0.02366
Pensioners,AHC,140.0,0.039815
Pensioners,AHC,150.0,0.026145
Pensioners,AHC,160.0,0.041147
Pensioners,AHC,170.0,0.027361
Pensioners,AHC,180.0,0.054024
Pensioners,AHC,190.0,0.060768
Pensioners,AHC,200.0,0.05501
Pensioners,AHC,210.0,0.057965
Pensioners,AHC,220.0,0.064954
Pensioners,AHC,230.0,0.051632
Pensioners,AHC,240.0,0.083946
Pensioners,AHC,250.0,0.04971
Pensioners,AHC,260.0,0.11176
Pensioners,AHC,270.0,0.099261
Pensioners,AHC,280.0,0.122178
Pensioners,AHC,290.0,0.11034
Pensioners,AHC,300.0,0.123391
Pensioners,AHC,310.0,0.142378
Pensioners,AHC,320.0,0.143494
Pensioners,AHC,330.0,0.149602
Pensioners,AHC,340.0,0.166627
Pensioners,AHC,350.0,0.157364
Pensioners,AHC,360.0,0.206413
Pensioners,AHC,370.0,0.195614
Pensioners,AHC,380.0,0.204848
Pensioners,AHC,390.0,0.172555
Pensioners,AHC,400.0,0.166955
Pensioners,AHC,410.0,0.198786
Pensioners,AHC,420.0,0.189362
Pensioners,AHC,430.0,0.186284
Pensioners,AHC,440.0,0.19363
